#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Hourly
# Date Range: 2019-01-01 00:00 to 2019-12-31 23:00
#
# Data for the following site(s) are contained in this file:
#
#	SCAN 2125: Circleville, UT
# 
# Data items provided in this file:
#
# Element Name               Value Type  Function Type  Function Duration  Base Data  Measurement Units    Sensor Depth  Element Code  Description                               
# Air Temperature Observed   Value       None           Instantaneous      N/A        Degrees fahrenheit   N/A           TOBS          Instantaneously observed air temperature  
# Solar Radiation Average    Value       None           Hour               N/A        Watts/meter squared  N/A           SRADV         Average solar radiation                   
# Wind Speed Average         Value       None           Hour               N/A        Miles/hour           N/A           WSPDV         Average wind speed                        
# Soil Temperature Observed  Value       None           Instantaneous      N/A        Degrees fahrenheit   -2            STO           Observed soil temperature                 
# Soil Temperature Observed  Value       None           Instantaneous      N/A        Degrees fahrenheit   -4            STO           Observed soil temperature                 
# Soil Temperature Observed  Value       None           Instantaneous      N/A        Degrees fahrenheit   -8            STO           Observed soil temperature                 
# Soil Temperature Observed  Value       None           Instantaneous      N/A        Degrees fahrenheit   -20           STO           Observed soil temperature                 
# Soil Temperature Observed  Value       None           Instantaneous      N/A        Degrees fahrenheit   -40           STO           Observed soil temperature                 
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Circleville (2125) 
# Utah  SCAN Site - 6120 ft
# Reporting Frequency: Hourly; Date Range: 2019-01-01 00:00 to 2019-12-31 23:00
#
# As of: Feb 2, 2021 10:15:03 AM GMT-08:00
#
Date,Station Id,Air Temperature Observed (degF),Solar Radiation Average (watt/m2),Wind Speed Average (mph),Soil Temperature Observed -2in (degF),Soil Temperature Observed -4in (degF),Soil Temperature Observed -8in (degF),Soil Temperature Observed -20in (degF),Soil Temperature Observed -40in (degF)
2019-09-30 23:00,2125,42,0.02,6.2,56,63,63,63,61
2019-10-01 00:00,2125,39,0.01,4.7,55,62,63,63,61
2019-10-01 01:00,2125,36,0.01,2.3,53,60,63,63,61
2019-10-01 02:00,2125,35,0.00,2.0,52,59,62,63,61
2019-10-01 03:00,2125,31,0.00,2.4,50,58,62,63,62
2019-10-01 04:00,2125,24,0.00,3.0,48,57,62,63,61
2019-10-01 05:00,2125,24,0.00,1.8,47,56,61,63,62
2019-10-01 06:00,2125,25,8.20,3.4,46,54,61,63,62
2019-10-01 07:00,2125,20,202.00,1.4,44,53,60,63,61
2019-10-01 08:00,2125,37,420.30,1.0,44,52,60,63,61
2019-10-01 09:00,2125,43,611.40,2.2,45,51,60,63,61
2019-10-01 10:00,2125,48,755.30,1.9,49,51,59,63,61
2019-10-01 11:00,2125,55,839.00,10.0,55,52,59,63,61
2019-10-01 12:00,2125,61,856.00,10.9,59,54,58,63,62
2019-10-01 13:00,2125,64,805.00,10.2,62,57,58,63,61
2019-10-01 14:00,2125,65,690.80,11.4,64,60,58,63,61
2019-10-01 15:00,2125,63,524.50,12.9,65,63,58,63,61
2019-10-01 16:00,2125,62,324.50,13.2,65,65,58,63,61
2019-10-01 17:00,2125,60,108.60,10.5,64,65,59,63,62
2019-10-01 18:00,2125,54,2.44,5.7,63,66,59,63,61
2019-10-01 19:00,2125,50,0.07,5.5,61,65,60,63,61
2019-10-01 20:00,2125,48,0.04,5.2,59,64,60,62,61
2019-10-01 21:00,2125,44,0.02,7.0,57,63,60,62,61
2019-10-01 22:00,2125,42,0.01,7.7,55,62,60,62,61
2019-10-01 23:00,2125,40,0.01,6.6,54,60,60,62,61
2019-10-02 00:00,2125,39,0.00,6.4,52,59,60,62,61
2019-10-02 01:00,2125,41,0.01,5.8,51,58,60,62,61
2019-10-02 02:00,2125,33,0.01,4.5,50,57,60,62,61
2019-10-02 03:00,2125,32,0.00,3.6,49,56,60,62,61
2019-10-02 04:00,2125,34,0.01,2.0,48,55,60,62,61
2019-10-02 05:00,2125,33,0.00,4.0,47,54,59,62,61
2019-10-02 06:00,2125,29,8.73,4.0,45,53,59,62,61
2019-10-02 07:00,2125,32,196.80,3.4,,,,,
2019-10-02 08:00,2125,39,415.10,3.7,44,51,58,62,61
2019-10-02 09:00,2125,46,607.10,6.2,46,51,58,62,61
2019-10-02 10:00,2125,56,748.50,9.0,50,51,57,62,61
2019-10-02 11:00,2125,58,834.00,7.3,56,52,57,62,61
2019-10-02 12:00,2125,62,858.00,7.7,60,54,57,62,61
2019-10-02 13:00,2125,64,808.00,8.4,64,57,57,62,61
2019-10-02 14:00,2125,67,694.10,8.4,65,60,57,62,61
2019-10-02 15:00,2125,67,518.80,8.5,66,63,57,62,61
2019-10-02 16:00,2125,67,311.20,7.3,66,65,57,62,61
2019-10-02 17:00,2125,65,98.80,2.6,66,66,58,62,61
2019-10-02 18:00,2125,55,2.56,8.9,64,66,58,62,61
2019-10-02 19:00,2125,50,0.13,7.9,63,65,59,62,61
2019-10-02 20:00,2125,44,0.06,2.3,61,65,59,62,61
2019-10-02 21:00,2125,40,0.02,1.6,58,64,60,62,61
2019-10-02 22:00,2125,37,0.00,1.5,56,62,60,62,61
2019-10-02 23:00,2125,30,0.00,3.0,54,61,60,62,61
2019-10-03 00:00,2125,31,0.00,2.0,52,60,60,62,61
2019-10-03 01:00,2125,29,0.00,3.9,50,58,60,62,61
2019-10-03 02:00,2125,26,0.00,1.9,49,57,60,62,61
2019-10-03 03:00,2125,31,0.00,2.1,47,55,59,62,61
2019-10-03 04:00,2125,26,0.00,2.9,46,54,59,62,61
2019-10-03 05:00,2125,22,0.00,1.7,45,53,58,62,61
2019-10-03 06:00,2125,28,7.78,2.0,43,52,58,62,61
2019-10-03 07:00,2125,27,193.40,1.6,42,51,58,62,61
2019-10-03 08:00,2125,38,413.20,2.1,42,50,57,62,61
2019-10-03 09:00,2125,46,602.70,1.6,43,49,57,61,61
2019-10-03 10:00,2125,53,743.30,2.6,48,49,57,61,61
2019-10-03 11:00,2125,63,824.00,4.7,54,50,56,61,61
2019-10-03 12:00,2125,69,849.00,16.0,58,53,56,61,61
2019-10-03 13:00,2125,73,796.50,16.4,62,56,56,61,61
2019-10-03 14:00,2125,74,681.20,14.9,64,58,56,61,61
2019-10-03 15:00,2125,74,515.70,14.4,65,61,56,61,61
2019-10-03 16:00,2125,72,309.90,14.8,65,64,56,61,61
2019-10-03 17:00,2125,70,98.80,12.0,65,65,57,61,61
2019-10-03 18:00,2125,66,2.08,9.3,64,65,57,61,61
2019-10-03 19:00,2125,59,0.15,7.2,63,65,58,61,61
2019-10-03 20:00,2125,53,0.09,4.8,61,64,58,61,61
2019-10-03 21:00,2125,52,0.04,5.3,59,63,58,61,61
2019-10-03 22:00,2125,50,0.04,4.7,58,62,59,61,61
2019-10-03 23:00,2125,43,0.05,4.2,56,61,59,61,61
2019-10-04 00:00,2125,47,0.02,4.1,55,60,59,61,61
2019-10-04 01:00,2125,49,0.02,3.7,53,59,59,61,61
2019-10-04 02:00,2125,47,0.01,2.5,52,58,59,61,61
2019-10-04 03:00,2125,41,0.01,3.8,51,57,59,61,61
2019-10-04 04:00,2125,44,0.01,5.0,50,56,58,61,61
2019-10-04 05:00,2125,43,0.02,4.6,50,55,58,61,61
2019-10-04 06:00,2125,42,11.42,6.0,49,54,58,61,61
2019-10-04 07:00,2125,42,164.50,4.6,49,54,58,61,61
2019-10-04 08:00,2125,56,381.10,12.7,49,54,57,61,61
2019-10-04 09:00,2125,62,590.30,15.4,51,54,57,61,61
2019-10-04 10:00,2125,65,746.70,17.6,56,54,57,61,61
2019-10-04 11:00,2125,68,799.70,20.9,60,55,57,61,61
2019-10-04 12:00,2125,66,822.00,23.6,64,57,57,61,61
2019-10-04 13:00,2125,68,639.50,20.9,65,60,57,61,61
2019-10-04 14:00,2125,66,516.00,17.3,66,62,57,61,61
2019-10-04 15:00,2125,68,509.50,15.6,67,64,57,61,61
2019-10-04 16:00,2125,67,211.50,14.2,66,65,58,61,61
2019-10-04 17:00,2125,64,83.40,9.9,66,66,58,61,61
2019-10-04 18:00,2125,62,2.10,9.4,64,66,58,61,61
2019-10-04 19:00,2125,51,0.08,13.4,63,65,59,61,61
2019-10-04 20:00,2125,47,0.04,13.5,61,64,59,61,61
2019-10-04 21:00,2125,46,0.04,9.0,59,63,59,61,61
2019-10-04 22:00,2125,44,0.03,4.7,58,62,60,61,61
2019-10-04 23:00,2125,40,0.01,3.2,56,61,60,61,61
2019-10-05 00:00,2125,39,0.00,3.5,54,60,60,61,61
2019-10-05 01:00,2125,37,0.00,3.4,52,59,60,61,61
2019-10-05 02:00,2125,32,0.00,1.0,51,58,59,60,61
2019-10-05 03:00,2125,30,0.00,2.8,49,56,59,61,61
2019-10-05 04:00,2125,25,0.00,2.0,47,55,59,60,61
2019-10-05 05:00,2125,27,0.00,2.0,46,54,58,60,61
2019-10-05 06:00,2125,24,8.11,2.9,45,53,58,60,61
2019-10-05 07:00,2125,23,176.20,1.4,43,51,58,60,61
2019-10-05 08:00,2125,36,393.50,1.9,43,50,57,60,61
2019-10-05 09:00,2125,42,581.30,1.6,44,50,57,60,61
2019-10-05 10:00,2125,49,723.60,2.2,49,50,57,60,61
2019-10-05 11:00,2125,52,806.00,2.4,53,51,56,60,61
2019-10-05 12:00,2125,58,826.00,4.1,57,53,56,60,61
2019-10-05 13:00,2125,68,778.60,14.2,60,55,56,60,61
2019-10-05 14:00,2125,69,665.40,15.7,62,58,56,60,61
2019-10-05 15:00,2125,69,497.40,11.8,64,60,56,60,61
2019-10-05 16:00,2125,67,297.20,7.5,64,62,56,60,61
2019-10-05 17:00,2125,65,88.70,5.7,64,64,56,60,61
2019-10-05 18:00,2125,56,1.62,5.3,63,64,57,60,61
2019-10-05 19:00,2125,50,0.11,5.0,61,63,57,60,61
2019-10-05 20:00,2125,44,0.04,3.4,58,63,58,60,61
2019-10-05 21:00,2125,42,0.02,2.4,56,61,58,60,61
2019-10-05 22:00,2125,38,0.01,2.5,54,60,58,60,61
2019-10-05 23:00,2125,39,0.00,5.9,52,59,58,60,61
2019-10-06 00:00,2125,39,0.00,3.8,51,57,58,60,61
2019-10-06 01:00,2125,35,0.00,5.9,50,56,58,60,61
2019-10-06 02:00,2125,37,0.01,3.9,48,55,58,60,61
2019-10-06 03:00,2125,31,0.00,3.3,47,54,57,60,60
2019-10-06 04:00,2125,30,0.00,3.6,46,53,57,60,60
2019-10-06 05:00,2125,29,0.00,2.9,45,52,57,60,61
2019-10-06 06:00,2125,33,6.90,2.7,44,51,57,60,61
2019-10-06 07:00,2125,30,178.80,1.5,43,51,56,60,61
2019-10-06 08:00,2125,42,397.80,1.9,43,50,56,60,60
2019-10-06 09:00,2125,46,587.50,6.4,45,49,56,60,60
2019-10-06 10:00,2125,50,730.90,8.8,49,49,55,60,60
2019-10-06 11:00,2125,53,814.00,6.8,54,50,55,60,60
2019-10-06 12:00,2125,56,832.00,4.9,58,53,55,60,60
2019-10-06 13:00,2125,60,784.60,5.6,60,55,55,60,60
2019-10-06 14:00,2125,61,671.30,3.0,61,58,55,60,60
2019-10-06 15:00,2125,65,503.60,3.3,62,60,55,60,61
2019-10-06 16:00,2125,64,298.60,4.8,62,62,55,60,60
2019-10-06 17:00,2125,60,86.10,7.6,62,63,56,60,60
2019-10-06 18:00,2125,50,1.34,7.0,61,63,56,60,60
2019-10-06 19:00,2125,49,0.07,6.8,59,62,57,60,60
2019-10-06 20:00,2125,44,0.04,2.9,57,62,57,60,60
2019-10-06 21:00,2125,38,0.02,2.4,55,60,57,60,60
2019-10-06 22:00,2125,36,0.00,2.8,53,59,57,60,60
2019-10-06 23:00,2125,33,0.00,2.6,51,58,57,60,61
2019-10-07 00:00,2125,31,0.00,3.1,49,56,57,60,60
2019-10-07 01:00,2125,29,0.00,3.2,47,55,57,60,60
2019-10-07 02:00,2125,24,0.00,2.6,46,54,57,60,61
2019-10-07 03:00,2125,23,0.00,2.4,44,52,57,60,60
2019-10-07 04:00,2125,21,0.00,2.9,43,51,56,60,60
2019-10-07 05:00,2125,26,0.00,3.7,42,50,56,60,60
2019-10-07 06:00,2125,17,6.80,3.3,40,49,56,60,60
2019-10-07 07:00,2125,21,179.20,0.7,39,48,55,60,61
2019-10-07 08:00,2125,35,399.30,0.9,39,47,55,60,60
2019-10-07 09:00,2125,42,588.40,1.7,40,46,54,60,60
2019-10-07 10:00,2125,48,729.90,2.0,45,46,54,60,60
2019-10-07 11:00,2125,57,815.00,3.0,50,47,54,60,60
2019-10-07 12:00,2125,64,852.00,5.5,55,49,53,60,60
2019-10-07 13:00,2125,72,815.00,9.5,58,52,53,60,60
2019-10-07 14:00,2125,74,695.70,7.2,61,55,53,60,60
2019-10-07 15:00,2125,75,440.10,10.6,63,58,53,60,60
2019-10-07 16:00,2125,74,288.10,10.5,64,61,53,60,60
2019-10-07 17:00,2125,70,84.10,8.3,64,62,54,60,60
2019-10-07 18:00,2125,62,1.20,5.6,63,63,55,60,60
2019-10-07 19:00,2125,56,0.13,6.2,61,62,55,59,60
2019-10-07 20:00,2125,55,0.09,5.6,59,62,56,59,60
2019-10-07 21:00,2125,51,0.06,3.5,57,61,56,59,60
2019-10-07 22:00,2125,52,0.03,3.6,56,60,56,59,60
2019-10-07 23:00,2125,48,0.02,3.5,54,59,56,59,60
2019-10-08 00:00,2125,36,0.01,1.3,52,58,57,59,60
2019-10-08 01:00,2125,38,0.00,3.5,51,57,57,59,60
2019-10-08 02:00,2125,32,0.00,2.9,49,55,57,59,60
2019-10-08 03:00,2125,35,0.00,3.2,48,54,56,59,60
2019-10-08 04:00,2125,29,0.00,3.1,47,53,56,59,60
2019-10-08 05:00,2125,32,0.00,2.6,46,52,56,59,60
2019-10-08 06:00,2125,27,6.43,3.2,44,51,56,59,60
2019-10-08 07:00,2125,32,167.40,1.6,43,50,55,59,60
2019-10-08 08:00,2125,41,381.60,2.4,43,50,55,59,60
2019-10-08 09:00,2125,49,568.10,2.8,45,49,55,59,60
2019-10-08 10:00,2125,56,708.40,2.4,49,49,54,59,60
2019-10-08 11:00,2125,63,790.30,3.0,54,50,54,59,60
2019-10-08 12:00,2125,73,806.00,8.5,58,52,54,59,60
2019-10-08 13:00,2125,73,738.30,9.2,62,55,54,59,60
2019-10-08 14:00,2125,75,648.80,10.1,64,58,54,59,60
2019-10-08 15:00,2125,75,471.20,9.8,65,61,54,59,60
2019-10-08 16:00,2125,73,281.10,10.9,66,63,55,59,60
2019-10-08 17:00,2125,71,73.11,9.1,65,64,55,59,60
2019-10-08 18:00,2125,64,0.73,6.0,64,64,56,59,60
2019-10-08 19:00,2125,61,0.11,4.8,63,64,56,59,60
2019-10-08 20:00,2125,57,0.05,3.9,61,63,57,59,60
2019-10-08 21:00,2125,53,0.04,2.6,59,62,57,59,60
2019-10-08 22:00,2125,53,0.02,2.7,57,61,57,59,60
2019-10-08 23:00,2125,54,0.02,3.7,56,60,57,59,60
2019-10-09 00:00,2125,52,0.02,2.9,54,59,57,59,60
2019-10-09 01:00,2125,51,0.01,3.1,53,58,57,59,60
2019-10-09 02:00,2125,48,0.01,3.7,52,57,57,59,60
2019-10-09 03:00,2125,38,0.01,3.6,51,56,57,59,60
2019-10-09 04:00,2125,35,0.00,4.0,49,55,57,59,60
2019-10-09 05:00,2125,36,0.00,3.3,48,54,57,59,60
2019-10-09 06:00,2125,43,7.56,2.5,47,53,57,59,60
2019-10-09 07:00,2125,37,157.30,2.5,46,53,56,59,60
2019-10-09 08:00,2125,51,353.40,7.1,46,52,56,59,60
2019-10-09 09:00,2125,60,545.80,13.4,48,51,56,59,60
2019-10-09 10:00,2125,65,693.20,16.2,52,52,55,59,60
2019-10-09 11:00,2125,69,779.70,17.2,57,53,55,59,60
2019-10-09 12:00,2125,69,788.10,18.9,61,55,55,59,60
2019-10-09 13:00,2125,69,745.00,18.7,64,58,55,59,60
2019-10-09 14:00,2125,70,622.20,15.8,65,60,55,59,60
2019-10-09 15:00,2125,67,453.10,13.0,65,62,55,59,60
2019-10-09 16:00,2125,65,248.80,14.5,65,64,56,59,60
2019-10-09 17:00,2125,51,63.33,17.8,64,65,56,59,60
2019-10-09 18:00,2125,46,0.79,16.7,63,65,57,59,60
2019-10-09 19:00,2125,42,0.03,15.4,60,64,57,59,60
2019-10-09 20:00,2125,39,0.02,13.4,58,63,57,59,60
2019-10-09 21:00,2125,37,0.01,15.0,56,61,58,59,60
2019-10-09 22:00,2125,35,0.01,13.0,54,60,58,59,60
2019-10-09 23:00,2125,33,0.01,13.1,52,59,58,59,60
2019-10-10 00:00,2125,32,0.00,13.8,51,57,58,59,60
2019-10-10 01:00,2125,31,0.00,13.9,49,56,58,59,60
2019-10-10 02:00,2125,29,0.00,11.1,48,55,57,59,60
2019-10-10 03:00,2125,27,0.00,10.9,47,54,57,59,60
2019-10-10 04:00,2125,26,0.00,11.0,46,53,57,59,60
2019-10-10 05:00,2125,26,0.00,8.0,44,52,56,59,60
2019-10-10 06:00,2125,23,7.11,2.9,43,51,56,58,60
2019-10-10 07:00,2125,18,161.70,2.0,42,50,56,59,60
2019-10-10 08:00,2125,29,382.40,7.7,41,49,55,59,60
2019-10-10 09:00,2125,31,569.40,12.0,42,48,55,59,60
2019-10-10 10:00,2125,34,709.00,11.6,45,47,55,59,60
2019-10-10 11:00,2125,36,788.90,9.1,48,48,54,59,60
2019-10-10 12:00,2125,38,801.00,7.5,51,49,54,59,60
2019-10-10 13:00,2125,41,748.90,12.9,53,52,53,59,60
2019-10-10 14:00,2125,42,637.60,15.2,54,54,53,58,60
2019-10-10 15:00,2125,42,475.40,16.0,54,55,53,59,60
2019-10-10 16:00,2125,41,275.90,14.5,54,56,54,58,60
2019-10-10 17:00,2125,39,69.35,10.4,53,57,54,58,60
2019-10-10 18:00,2125,33,0.59,9.8,51,57,54,58,60
2019-10-10 19:00,2125,32,0.00,7.3,50,56,54,58,60
2019-10-10 20:00,2125,29,0.00,2.9,48,55,54,58,60
2019-10-10 21:00,2125,27,0.00,2.0,46,53,54,58,60
2019-10-10 22:00,2125,23,0.00,2.5,44,52,54,58,60
2019-10-10 23:00,2125,23,0.00,4.7,42,51,54,58,60
2019-10-11 00:00,2125,14,0.00,4.0,40,49,54,58,60
2019-10-11 01:00,2125,12,0.00,3.7,39,48,54,58,60
2019-10-11 02:00,2125,12,0.00,3.3,37,47,53,58,60
2019-10-11 03:00,2125,9,0.00,3.2,36,45,53,58,60
2019-10-11 04:00,2125,10,0.00,1.9,35,44,53,58,60
2019-10-11 05:00,2125,8,0.00,3.4,33,43,52,58,60
2019-10-11 06:00,2125,6,5.78,1.3,32,42,52,58,60
2019-10-11 07:00,2125,7,165.10,2.2,31,41,51,58,60
2019-10-11 08:00,2125,23,385.00,2.0,30,40,51,58,60
2019-10-11 09:00,2125,29,572.40,2.6,32,39,50,58,60
2019-10-11 10:00,2125,33,713.80,2.4,36,39,50,58,60
2019-10-11 11:00,2125,38,795.30,2.5,41,40,49,58,60
2019-10-11 12:00,2125,43,812.00,2.3,45,42,49,58,60
2019-10-11 13:00,2125,48,760.50,2.8,48,44,48,58,60
2019-10-11 14:00,2125,54,645.70,3.7,50,47,48,58,60
2019-10-11 15:00,2125,56,477.70,5.1,51,50,49,58,60
2019-10-11 16:00,2125,56,273.70,8.8,51,52,49,58,60
2019-10-11 17:00,2125,52,63.68,7.5,51,53,49,58,60
2019-10-11 18:00,2125,42,0.48,8.6,51,53,49,58,60
2019-10-11 19:00,2125,38,0.02,6.6,49,53,50,58,59
2019-10-11 20:00,2125,35,0.01,4.9,47,52,50,58,60
2019-10-11 21:00,2125,31,0.00,2.7,46,51,51,58,60
2019-10-11 22:00,2125,22,0.00,2.6,44,50,51,58,59
2019-10-11 23:00,2125,18,0.00,2.5,42,49,51,58,60
2019-10-12 00:00,2125,18,0.00,2.7,40,47,51,58,59
2019-10-12 01:00,2125,17,0.00,2.6,38,46,51,58,59
2019-10-12 02:00,2125,20,0.00,2.2,36,45,50,58,60
2019-10-12 03:00,2125,18,0.00,1.7,35,44,50,58,60
2019-10-12 04:00,2125,15,0.00,2.9,34,42,50,58,59
2019-10-12 05:00,2125,16,0.00,1.8,32,41,49,57,59
2019-10-12 06:00,2125,16,5.56,2.5,31,40,49,57,59
2019-10-12 07:00,2125,15,159.10,1.3,30,39,49,57,59
2019-10-12 08:00,2125,27,379.30,1.4,30,38,48,57,59
2019-10-12 09:00,2125,33,568.00,1.6,31,38,48,57,59
2019-10-12 10:00,2125,40,709.80,1.4,36,38,47,57,59
2019-10-12 11:00,2125,49,792.30,2.3,42,38,47,57,59
2019-10-12 12:00,2125,54,808.00,2.9,46,41,47,57,59
2019-10-12 13:00,2125,59,758.60,4.0,49,44,47,57,59
2019-10-12 14:00,2125,62,642.00,4.4,51,47,47,57,59
2019-10-12 15:00,2125,66,471.50,8.4,52,49,47,57,59
2019-10-12 16:00,2125,65,266.00,9.3,53,52,47,57,59
2019-10-12 17:00,2125,61,60.42,7.2,54,53,47,57,59
2019-10-12 18:00,2125,50,0.57,6.3,53,53,48,57,59
2019-10-12 19:00,2125,53,0.04,4.4,51,53,49,57,59
2019-10-12 20:00,2125,44,0.02,3.5,49,53,49,57,59
2019-10-12 21:00,2125,38,0.01,2.2,47,52,49,57,59
2019-10-12 22:00,2125,32,0.00,2.2,45,50,49,57,59
2019-10-12 23:00,2125,26,0.00,2.6,43,49,50,57,59
2019-10-13 00:00,2125,27,0.00,2.4,41,48,50,57,59
2019-10-13 01:00,2125,25,0.00,2.8,39,47,50,57,59
2019-10-13 02:00,2125,24,0.00,2.1,38,45,49,57,59
2019-10-13 03:00,2125,28,0.00,3.2,36,44,49,56,59
2019-10-13 04:00,2125,14,0.00,3.0,35,43,49,56,59
2019-10-13 05:00,2125,19,0.00,2.6,34,42,49,56,59
2019-10-13 06:00,2125,13,5.70,2.4,33,41,48,56,59
2019-10-13 07:00,2125,17,154.70,1.4,32,40,48,56,59
2019-10-13 08:00,2125,33,370.00,1.8,31,39,47,56,59
2019-10-13 09:00,2125,38,557.80,1.4,33,38,47,56,59
2019-10-13 10:00,2125,46,696.40,1.9,38,38,47,56,59
2019-10-13 11:00,2125,52,779.70,2.1,43,39,47,56,59
2019-10-13 12:00,2125,61,770.80,10.4,48,42,46,56,59
2019-10-13 13:00,2125,67,678.20,11.8,51,45,46,56,59
2019-10-13 14:00,2125,69,618.00,12.0,54,48,46,56,59
2019-10-13 15:00,2125,69,456.30,11.0,56,51,46,56,59
2019-10-13 16:00,2125,67,246.00,10.5,56,53,47,56,59
2019-10-13 17:00,2125,63,38.29,8.2,56,54,47,56,59
2019-10-13 18:00,2125,55,0.52,5.9,55,55,48,56,59
2019-10-13 19:00,2125,49,0.09,5.7,53,55,49,56,59
2019-10-13 20:00,2125,43,0.04,6.0,51,54,49,56,59
2019-10-13 21:00,2125,41,0.03,6.5,50,53,49,56,59
2019-10-13 22:00,2125,43,0.02,6.4,48,52,50,56,59
2019-10-13 23:00,2125,44,0.01,2.5,47,51,50,56,59
2019-10-14 00:00,2125,41,0.02,2.3,46,50,50,56,59
2019-10-14 01:00,2125,33,0.01,4.2,45,49,50,56,59
2019-10-14 02:00,2125,30,0.00,3.0,43,48,50,56,59
2019-10-14 03:00,2125,31,0.00,2.8,42,47,50,56,59
2019-10-14 04:00,2125,30,0.00,3.6,40,47,50,56,59
2019-10-14 05:00,2125,25,0.00,3.9,39,46,49,56,59
2019-10-14 06:00,2125,21,5.48,4.0,38,45,49,56,59
2019-10-14 07:00,2125,25,144.40,1.6,37,44,49,56,59
2019-10-14 08:00,2125,34,333.60,1.6,37,43,49,56,59
2019-10-14 09:00,2125,44,468.20,2.7,38,42,48,56,59
2019-10-14 10:00,2125,49,639.80,2.6,42,42,48,56,59
2019-10-14 11:00,2125,55,746.20,4.2,47,44,48,56,59
2019-10-14 12:00,2125,64,773.90,6.0,51,46,47,55,59
2019-10-14 13:00,2125,66,719.00,8.0,55,48,47,55,59
2019-10-14 14:00,2125,67,605.50,8.2,57,51,48,55,59
2019-10-14 15:00,2125,67,440.80,9.1,58,54,48,55,59
2019-10-14 16:00,2125,66,246.20,7.7,58,56,48,55,59
2019-10-14 17:00,2125,62,51.77,5.2,58,57,49,55,59
2019-10-14 18:00,2125,49,0.50,4.0,57,57,49,55,59
2019-10-14 19:00,2125,49,0.07,2.5,55,57,50,55,59
2019-10-14 20:00,2125,46,0.02,3.1,52,56,51,55,59
2019-10-14 21:00,2125,34,0.01,3.9,50,55,51,55,59
2019-10-14 22:00,2125,31,0.00,2.8,48,53,51,55,59
2019-10-14 23:00,2125,31,0.00,2.8,46,52,51,55,59
2019-10-15 00:00,2125,31,0.00,2.7,45,51,51,55,59
2019-10-15 01:00,2125,30,0.00,3.2,43,50,51,55,58
2019-10-15 02:00,2125,24,0.00,2.1,42,48,51,55,59
2019-10-15 03:00,2125,29,0.00,2.7,40,47,51,55,59
2019-10-15 04:00,2125,27,0.00,2.7,39,46,51,55,58
2019-10-15 05:00,2125,19,0.00,3.8,38,45,50,55,59
2019-10-15 06:00,2125,24,4.97,2.9,37,44,50,55,58
2019-10-15 07:00,2125,22,141.60,2.9,36,43,49,55,58
2019-10-15 08:00,2125,35,358.70,1.3,35,42,49,55,58
2019-10-15 09:00,2125,40,543.90,2.2,37,42,49,55,59
2019-10-15 10:00,2125,48,683.90,1.7,41,42,49,55,59
2019-10-15 11:00,2125,56,765.00,1.8,47,43,48,55,58
2019-10-15 12:00,2125,62,778.70,2.6,51,45,48,55,58
2019-10-15 13:00,2125,65,725.60,4.8,54,48,48,55,58
2019-10-15 14:00,2125,68,611.20,4.4,56,50,47,55,58
2019-10-15 15:00,2125,69,442.50,5.5,57,53,48,55,58
2019-10-15 16:00,2125,70,242.80,4.3,57,55,48,55,58
2019-10-15 17:00,2125,65,47.57,4.1,58,56,49,55,58
2019-10-15 18:00,2125,56,0.50,4.7,57,57,49,55,58
2019-10-15 19:00,2125,43,0.05,5.9,54,56,50,55,58
2019-10-15 20:00,2125,47,0.02,3.8,52,55,50,55,58
2019-10-15 21:00,2125,44,0.02,1.5,50,54,51,55,58
2019-10-15 22:00,2125,43,0.01,3.0,48,53,51,55,58
2019-10-15 23:00,2125,33,0.00,2.9,47,52,51,55,58
2019-10-16 00:00,2125,32,0.01,3.1,45,51,51,55,58
2019-10-16 01:00,2125,28,0.00,3.8,44,50,51,55,58
2019-10-16 02:00,2125,29,0.00,2.9,42,49,51,55,58
2019-10-16 03:00,2125,30,0.00,2.8,41,47,51,55,58
2019-10-16 04:00,2125,25,0.00,3.5,40,47,50,55,58
2019-10-16 05:00,2125,20,0.00,2.6,39,46,50,55,58
2019-10-16 06:00,2125,29,3.96,3.8,38,45,50,55,58
2019-10-16 07:00,2125,31,138.80,1.3,37,44,49,55,58
2019-10-16 08:00,2125,38,358.70,1.5,37,43,49,55,58
2019-10-16 09:00,2125,49,543.90,1.7,38,43,49,55,58
